the_geom,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
POINT (-90.076989294557 29.951922709288),876659,EL GATO NEGRO II,300 HARRISON AVE,,NEW ORLEANS,LA,70124,504-488-0107,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"EL GATO NEGRO II, LLC.",3678691.8167,530187.70942
POINT (-90.09943177962 29.95008058892),876590,CREOLE SEAFOOD,3911 WASHINGTON AVE,B,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ROSS'S CREOLE SEAFOOD LLC,3671592.26465,529440.619713
POINT (-90.063011312082 29.956754868188),876576,CORNER OYSTER HOUSE,500 ST PETER ST,,NEW ORLEANS,LA,70116,504-522-2999,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CORNER OYSTER HOUSE LLC,3683098.67644,531993.660995
POINT (-90.057819099047 29.9629215705),876397,BAMBOULA'S,514 FRENCHMEN ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BAMBOULA'S INC,3684717.82594,534254.364613
POINT (-90.113609748271 29.947031886271),877348,TED'S FROSTOP,3100 CALHOUN ST,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CHRIS KAN, LLC",3667114.29857,528283.924992
POINT (-90.069906252994 29.947119388246),877148,PULP & GRIND,644 CAMP ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PULP & GRIND, LLC",3680954.02901,528465.708032
POINT (-89.958409561779 30.043695071345),876945,MCDONALD'S #11486,6005 BULLARD AVE,,NEW ORLEANS,LA,70128,504-254-0210,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"COAXUM ENTERPRISES, INC",3715841.25407,563990.499361
POINT (-90.060878638485 29.962203541969),876417,BENNACHIN RESTAURANT,1212 ROYAL ST,,NEW ORLEANS,LA,70116,504-236-6315,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FANTA TAMBAJANG,3683751.98396,533982.492229
POINT (-90.064137986016 29.958865958587),877098,PERE ANTOINE RESTAURANT,741 ROYAL ST,,NEW ORLEANS,LA,70116,504-581-4478,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PERE ANTOINE, INC",3682733.41224,532757.377732
POINT (-90.066915076304 29.928832320578),876641,DOMINO'S PIZZA #5235,1701 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,504-523-4911,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),R P M PIZZA INC,3681974.77199,521826.331322
POINT (-90.112998773662 29.947429826046),876662,EL LIBRE,3151 CALHOUN ST,,NEW ORLEANS,LA,70125,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CREATIVE ASSEMBLY NOLA LLC,3667306.24212,528430.691264
POINT (-90.102170982391 29.975926454691),876548,CHURCH ALLEY COFFEE BAR,4201 CANAL ST,A,NEW ORLEANS,LA,70119,504-304-6306,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RENEE BLANCHARD,3670623.8523,538829.837321
POINT (-90.065715448878 29.953361940563),876385,ATTIKI BAR & GRILL,230 DECATUR ST,,NEW ORLEANS,LA,70130,504-338-6488,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"EZF, LLC",3682256.06159,530750.38541
POINT (-90.081451307581 29.960628407945),876962,MENCHIES FROZEN YOGURT,2000 CANAL ST,,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"NOLA YOGURT,LLC",3677244.2644,533337.961476
POINT (-90.076989294557 29.951922709288),877378,THE ITALIAN BARREL,430 BARRACKS ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE ITALIAN BARREL LLC,3678691.8167,530187.70942
POINT (-90.07668331106 29.976411053257),876499,CAJUN KING SEAFOOD,2514 BAYOU RD,,NEW ORLEANS,LA,70116,504-945-1515,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BAYOU NOLA LLC,3678691.0507,539093.65281
POINT (-90.104153464658 30.003978045518),877180,REGINELLI'S PIZZERIA,874 HARRISON AVE,,NEW ORLEANS,LA,70122,504-835-6613,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LAKEVIEW CAFE, INC",3669886.7922,549023.774867
POINT (-90.065677541676 29.953716563517),877146,PRALINE CONNECTION,301 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WILLIE'S 301 DECATUR LLC,3682266.63861,530879.472258
POINT (-90.132299651556 29.941824591005),877460,VINCENT'S ITALIAN CUISINE,7839 ST CHARLES AVE,,NEW ORLEANS,LA,70118,504-866-9313,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THAT'S AMORE INC,3661215.3856,526327.831486
POINT (-90.103187605667 29.940686484168),877015,"NAPOLEON AVE, LLC",3001 NAPOLEON AVE,SUITE A,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GREEN TEA,3670439.57364,526011.782654
POINT (-90.074898739693 29.930980437234),877106,PHO-NOI-VIET,2005 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-592-3399,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PHO NOI-VIET, LLC",3679437.45999,522579.60281
POINT (-90.117772119432 29.962392186959),876403,BARROW'S CATFISH,8300 EARHART BLVD,STE. # 103,NEW ORLEANS,LA,70118,(504)881-6306,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BARROW'S CATFISH LLC,3665736.89562,533855.513669
POINT (-90.099531834597 29.976104940912),876450,BROWN BUTTER SOUTHERN KITCHEN & BAR,231 N CARROLLTON AVE,C,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BROWN BUTTER SOCIETY,LLC",3671458.68084,538903.72865
POINT (-90.082706506995 29.926252649772),877278,STARBUCKS COFFEE #6314,2801 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),STARBUCKS CORPORATION,3676983.25518,520833.333881
POINT (-90.0910763916 29.922426537757),876471,CAFE ABYSSINIA,3511 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-894-6238,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CAFE ABYSSINIA,LLC",3674347.202,519413.182391
POINT (-90.038174393324 30.00266791555),877300,SUBWAY #30109,4300 OLD GENTILLY RD,,NEW ORLEANS,LA,70126,504-417-3282,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PANNU ENT FIVE LLC,3690774.55344,548777.385939
POINT (-90.076989294557 29.951922709288),877154,RAISING CANE'S #168,1406 SAINT CHARLES AVE,,NEW ORLEANS,LA,70130,972-769-3100,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RAISING CANE'S #168,3678691.8167,530187.70942
POINT (-90.09968286588 29.975910601386),876637,DOMINO'S PIZZA #5212,215 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,504-488-6661,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RPM PIZZA INC,3671411.62715,538832.544393
POINT (-90.044236495135 29.965356497204),877313,SUGAR PARK,3123 BURGUNDY ST,,NEW ORLEANS,LA,70117,504-942-2047,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SUGAR PARK LLC,3689008.52035,535187.921158
POINT (-90.070521004793 29.951278620238),876901,LOUISIANA CLUB,707 UNION ST,,NEW ORLEANS,LA,70130,504-525-7118,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LA DEBATING & LITERARY A,3680742.68091,529976.011137
POINT (-90.083051359391 29.980320036633),876895,LIUZZA'S BY THE TRACK,1518 N LOPEZ ST,,NEW ORLEANS,LA,70119,504-943-8667,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KITTY G INC,3676659.49435,540493.055755
POINT (-89.98063037259 30.015005672617),876767,HEART OF NEW ORLEANS,9000 CHEF MENTEUR HWY,STE D,NEW ORLEANS,LA,70127,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HEART OF NEW ORLEANS, LLC",3708934.39985,553474.280215
POINT (-90.051969783282 29.964942085969),877234,SCHIRO'S SUPER FOOD STORE INC,2483 ROYAL ST,,NEW ORLEANS,LA,70117,504-945-4425,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SCHIRO'S SUPER FOOD STORE INC,3686561.67721,535009.762054
POINT (-90.059330615104 29.960495385098),876694,FIORELLA'S,1136 DECATUR ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FIORELLA'S ON DECATUR INC,3684249.04399,533366.790084
POINT (-90.016545142699 29.918919989576),877087,PAPA JOHN'S PIZZA #616,3580 HOLIDAY DR,,NEW ORLEANS,LA,70114,504-365-8100,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"RO HO HO, INC",3697970.24445,518401.712566
POINT (-90.065486447345 29.955286897892),876842,K-PAUL'S  LOUISIANA KITCHEN,416 CHARTRES ST,,NEW ORLEANS,LA,70130,504-731-3500,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"K-PAUL'S  LOUISIANA KITCHEN, INC.",3682320.83228,531451.172611
POINT (-90.096537176728 29.964304422442),876818,JAIDYN'S WING STOP,3216 TULANE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JAIDYN'S LLC,3672453.07502,534622.826566
POINT (-90.133998927626 29.943634202658),876820,JAZMINE CAFE,614 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-254-1851,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CHANLE,LLC",3660670.33875,526980.238718
POINT (-90.069048663681 29.954955898111),876729,GALATOIRE'S RESTAURANT,209 BOURBON ST,,NEW ORLEANS,LA,70130,504-525-2021,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NEW ORLEANS EQUITY LLC,3681194.16892,531318.345474
POINT (-90.101177667709 29.975416242294),876496,CAFE' MINH,4139 CANAL ST,,NEW ORLEANS,LA,70119,504-722-2407,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CAFE' MINH INC.,3670940.32065,538647.684233
POINT (-90.113388312174 30.026211182543),876872,LANDRY'S SEAFOOD HOUSE,8000 LAKESHORE DR,,NEW ORLEANS,LA,70124,713-850-1010,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LANDRY'S SEAFOOD HOUSE - NEW ORLEANS, INC",3666877.87514,557077.430426
POINT (-90.093988045562 29.926026650847),877383,THE LIBRARY OF NEW ORLEANS,3629 PRYTANIA ST,,NEW ORLEANS,LA,70115,985 768 1209,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ORLEANS JAZZ 'N BLUES VENUE, INC",3673410.74836,520712.326393
POINT (-90.10500937604 29.983088304697),876995,MOPHO MID-CITY,514 CITY PARK AVE,STE F,NEW ORLEANS,LA,70119,504-810-6145,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MOPHO GROUP LLC,3669697.3273,541424.52334
POINT (-90.089487055463 29.963691701016),877407,THE RUBY SLIPPER CAFE,315 S BROAD ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RSC BROAD ST,LLC",3674687.7492,534424.180933
POINT (-90.098724408825 29.920904516496),876987,MONA'S CAFE,4126 MAGAZINE ST,,NEW ORLEANS,LA,70115-2751,000-000-0504,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MONEM, NIHAD A",3671930.58299,518833.536887
POINT (-90.088054446905 29.962006382558),876355,AGAVE HOUSE,2549 BANKS ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AGAVE HOUSE, LLC.",3675148.01403,533816.262341
POINT (-90.076705371867 29.944927059752),877082,PAPA JOHN'S,1029 ORETHA CASTLE HALEY BLVD,STE B,NEW ORLEANS,LA,70113,504-228-4420,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LMT SERVICES LLC DOWNTOWN,3678809.62363,527644.820031
POINT (-90.114182285836 30.024345245629),876822,JB'S FUEL DOCK,325 S ROADWAY ST,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CRESCENT CITY MARINE GROUP INC,3666633.8569,556396.223258
POINT (-90.088243267745 29.92311254511),877250,SLIM GOODIES DINER,3322 MAGAZINE ST,,NEW ORLEANS,LA,70117,504-891-3447,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SLIM GOODIES, LLC",3675241.91009,519672.379832
POINT (-90.116958426783 29.921094089278),877249,SLICE PIZZERIA,5538 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-569-0009,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JUAN'S FLYING BURRITO, LLC",3666153.95764,518840.698743
POINT (-90.067741906956 29.951911435443),877244,SHERATON NEW ORLEANS HOTEL & RESTAURANT,500 CANAL ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SHERATON OPERATING CORP ATTN ACCOUNTS PAYABLE,3681620.18831,530215.835265
POINT (-90.086676886734 29.924174489779),876395,BALCONY BAR & CAFE,1104 HARMONY ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BALCONY BAR & CAFE, INC",3675733.8708,520063.935736
POINT (-90.119737328102 29.956246926158),876458,BURGER KING #295,2423 S CARROLLTON AVE,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GPS HOSPITALITY PARTNERS IV, LLC",3665138.3129,531614.262851
POINT (-90.078588616712 29.952166865222),877338,TACO DEL-MAR,1515 POYDRAS ST,1ST FLR,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CRESCENT INVESTMENT GROUP LLC,3678184.39451,530270.944065
POINT (-90.066265825827 29.943192763607),877263,SPRINGHILL SUITES BY MARRIOTT-[REST],301 ST JOSEPH ST,STE:A,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SPRINGHILL SMC LLC,3682122.67036,527050.575294
POINT (-90.06137321406 29.958714865583),877498,WILLIE'S CHICKEN SHACK,911 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WILLIE'S DECATUR LLC,3683609.46773,532712.142468
POINT (-90.109112636958 29.927178276881),877068,ORLEANS CLUB,5005 ST CHARLES AVE,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ORLEANS CLUB,3668615.58574,521079.600121
POINT (-90.089712277426 29.962588216589),877004,MR EVERYTHING CAFE,400 S BROAD ST,A,NEW ORLEANS,LA,70119,504-715-7223,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RONALD WALKER,3674620.79272,534022.138117
POINT (-90.062118063713 29.999538728204),877117,PIZZA HUT #29964,2077 CATON ST,,NEW ORLEANS,LA,70122,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HORIZON RIVER RESTAURANTS, LLC",3683208.92143,547554.624658
POINT (-90.079889221513 29.939955884649),877069,ORLEANS COFFEE HOUSE,1618 ORETHA CASTLE HALEY BLVD,,NEW ORLEANS,LA,70113,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"MIDNIGHT OIL, LLC",3677821.11234,525826.075197
POINT (-90.067067955275 29.954005583871),876840,JUSTINE,225 CHARTRES ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"221 CHARTRES,LLC",3681825.18997,530979.702338
POINT (-90.117962754874 30.005845810666),876572,COOKIE DOUGH BLISS,241 W HARRISON AVE,STE A,NEW ORLEANS,LA,70124,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),TRANSITION UP LLC,3665508.93146,549656.349012
POINT (-90.047862159088 29.968721293461),877129,POKE-CHAN,2809 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ONO GROUP,LLC",3687846.82927,536398.587591
POINT (-90.067736931761 29.954573486532),876786,HOTEL MONTELEONE,214 ROYAL ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NEW HOTEL MONTELEONE LLC,3681611.07157,531183.872066
POINT (-90.036912739556 29.965692818074),877256,SODEXO AT KIPP SFA,3820 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-343-2231,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KIPP SFA,3691325.99593,535336.381382
POINT (-90.062878934436 29.947716532787),877142,POPPY'S TIMEOUT SPORTS BAR & GRILL,500 PORT OF NEW ORLEANS PL,STE:PH12 PL,NEW ORLEANS,LA,70130,504-569-3382,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LACRIOLLO INC,3683177.03471,528707.457664
POINT (-90.10663866674 29.974616488242),877437,TRILLY CHEESESTEAKS,4413 BANKS ST,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"TRILLY CHEESESTEAKS,LLC",3669214.52769,538338.312329
POINT (-90.098579062403 29.940210808062),876541,CHINA WALL,3700 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ZHENG LI LLC,3671900.97121,525854.507709
POINT (-90.05852157296 29.960944197395),876661,EL GATO NEGRO RESTAURANTE MEXICANO,81 FRENCH MARKET PL,,NEW ORLEANS,LA,70116,504-261-9845,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CONTRERAS RESTAURANT GROUP LLC,3684503.40169,533532.843716
POINT (-90.106231339459 29.92027727692),877340,TAL'S,4800 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PLAYA,LLC",3669555.0962,518579.906103
POINT (-90.134575584473 29.943094751057),876877,LE CROISSANT CAFE,8100 ST CHARLES AVE,,NEW ORLEANS,LA,70118,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),DAB INTERESTS INC,3660489.76742,526782.162494
POINT (-90.096759500936 29.929135085263),876937,MARTIN WINE CELLAR,3827 BARONNE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DAVID Y. MARTIN,JR.,LLC",3672520.69684,521833.182074
POINT (-90.016247679841 29.92275103987),876625,DIMARTINO'S FAMOUS N O MUFFULETTAS,3900 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,504-367-0227,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ITALIAN SPECIALTIES, INC",3698048.45827,519795.892856
POINT (-90.075085895563 29.941887756369),876922,MAIS AREPAS,1200 CARONDELET ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MANTILLA CREATIONS LLC,3679334.6276,526545.246974
POINT (-90.074592608538 29.94074478179),877133,POPEYES FAMOUS FRIED CHICKEN  #2020,1243 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-522-1362,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),AMERICA'S FAVORITE CHICK,3679495.41634,526131.335422
POINT (-90.063233957185 29.956002452179),877285,SUB 4U & ICE CREAM,600 DECATUR ST,211D,NEW ORLEANS,LA,70130,504-231-6622,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LOC THINH, LLC",3683031.20853,531719.273731
POINT (-90.084245919433 29.980522514741),876339,1000 FIGS,3141 PONCE DE LEON ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE SUNNY KITCHEN,LLC",3676280.52334,540562.560011
POINT (-90.073005522336 29.952530628439),877445,TWO CHICKS CAFE,920  GRAVIER ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TWO NOLA CHICKS  LLC,3679950.90792,530422.624834
POINT (-90.067502204836 29.946633310804),877265,ST JAMES CHEESE CO,641 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SJCC WAREHOUSE,LLC",3681717.29672,528297.355072
POINT (-90.133075032503 29.944901076598),876734,GB'S PATIO BAR & GRILL,8117 MAPLE ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GB'S PATIO BAR & GRILL  INC,3660958.1047,527443.986559
POINT (-90.059822091326 29.960202795043),876503,CANE & TABLE,1113 DECATUR ST,,NEW ORLEANS,LA,70116,504-581-1112,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FOR THE PEOPLE, LLC",3684094.60681,533258.66362
POINT (-90.071451314687 29.947193094949),876517,CBD SOCIAL,709 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SCORPIONE,LC",3680464.44328,528487.118912
POINT (-90.058960105787 29.973598129027),876693,FINS & FEATHERS RESTAURANT,2025 N CLAIBORNE AVE,,NEW ORLEANS,LA,70122,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LESTER JOHNSON,3684313.37013,538132.737737
POINT (-90.068970412144 29.935643184576),877289,SUBWAY,1420 ANNUNCIATION ST,117,NEW ORLEANS,LA,70130,504-529-7121,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),JDMS ENTERPRISES LLC,3681296.43989,524295.815036
POINT (-90.076989294557 29.951922709288),877449,VACHERIE,827 1/2 TOULOUSE ST,,NEW ORLEANS,LA,70112,504-495-2387,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DAUPHINE TOULOUSE INC,3678691.8167,530187.70942
POINT (-90.101325097734 29.939994679549),877486,WENDY'S #218,4200 SOUTH CLAIBORNE AVE,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HAZA FOODS OF LOUISIANA, LLC",3671032.13806,525766.554301
POINT (-90.046416531449 29.964646044482),876504,CAPULET,3014 DAUPHINE ST,STE #1,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DAUPHINE RESTAURANT,LLC",3688321.17487,534921.81575
POINT (-90.131343409956 29.943217543237),876391,BA CHI CANTEEN,7900 MAPLE ST,,NEW ORLEANS,LA,70118,504-373-5628,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SOS BROTHERS, L.L.C.",3661512.9129,526837.537662
POINT (-90.076989294557 29.951922709288),876373,AQUARIUM OF AMER. & WOLDENBERG RF PK,1 CANAL ST,,NEW ORLEANS,LA,70130,504-595-3474,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),AUDUBON NATURE INSTITUTEINC.,3678691.8167,530187.70942
POINT (-90.076989294557 29.951922709288),876725,G'S PIZZA,4840 BIENVILLE ST,,NEW ORLEANS,LA,70119,504-333-4833,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GOOD MAYA LLC,3678691.8167,530187.70942
POINT (-90.076989294557 29.951922709288),877178,REGINELLI'S PIZZERIA,3244 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-835-6613,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NEW GARDEN DIST CAFE INC,3678691.8167,530187.70942
POINT (-90.060363803741 29.997756346003),876956,MCKENZIES CHICKEN IN A BOX,3839 FRENCHMEN ST,R,NEW ORLEANS,LA,70122,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"MCKENIE'S CHICKEN IN A BOX,LLC",3683771.36962,546912.645713
POINT (-90.083476094237 29.967809670309),876770,HEY COFFEE,2606 ST LOUIS ST,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),HEY COFFEE CO.,3676574.65608,535942.340615
POINT (-90.092588052832 29.927587345906),877369,THE DELACHAISE,3442 ST CHARLES AVE,,NEW ORLEANS,LA,70115,504-236-7476,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FOUR BLIND MICE, LLC",3673848.0482,521284.650553
POINT (-90.106399960892 29.920688958963),877325,SURREY'S UPTOWN LLC,4807 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-895-5757,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GKSIR LLC,3669500.0795,518729.036791
POINT (-90.09791223333 29.972363617791),876926,MANDINA'S,3800 CANAL ST,,NEW ORLEANS,LA,70119,504-615-5888,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MANDINA'S, INC",3671986.09812,537548.763208
POINT (-90.067903176741 29.96866557964),876890,LIL DIZZY'S,1500 ESPLANADE AVE,,NEW ORLEANS,LA,70116,504-288-9953,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"EDDIE'S RESTAURANT, LLC",3681501.83669,536307.698567
POINT (-90.112184917723 29.916400605885),876914,LUVI,5236 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PISCES RESTAURANT GROUP, LLC",3667684.22401,517150.059509
POINT (-90.087499733081 29.923371207513),876376,ARANA TAQUERIA,3242 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),3242 MAGAZINE STREET LLC,3675476.40699,519768.998648
POINT (-90.1066060432 29.934915815268),876982,MOJO COFFEE HOUSE,4700 FRERET ST,,NEW ORLEANS,LA,70115,504-610-8771,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),MOJO COFFEE HOUSE,3669379.41377,523901.745852
POINT (-90.071341486204 29.953024746703),876884,LEGACY KITCHEN,817 COMMON ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LEGACY NOLA #2,LLC",3680475.86792,530608.104258
POINT (-90.089033192449 30.012346915787),876410,BAYOU DISTRICT FOUNDATION,1051 FILMORE AVE,,NEW ORLEANS,LA,70124,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BAYOU DISTRICT FOUNDATION,3674639.32264,552118.685526
POINT (-90.084832300615 29.925038666685),876829,JOEY K'S RESTAURANT,3001 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-891-0997,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MAGAZINE ST LTD INC,3676314.72635,520384.54284
POINT (-90.070007565402 29.951161153922),877283,STREETCAR CAFE,312 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MALKAWI LLC,3680905.7412,529935.088065
POINT (-90.089290585975 29.946442822093),877448,UPTOWN DELI,2013 S CLAIBORNE AVE,STE B,NEW ORLEANS,LA,70125,504-232-0604,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),UPTOWN DELI LLC,3674818.05608,528152.516992
POINT (-90.0598623993 30.012956727767),876743,GOOD TIME SUSHI,5315 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,504-265-0721,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GOOD TIME SUSHI LLC,3683868.64252,552441.863062
POINT (-90.107597859663 29.92497280667),877420,THE UPPERLINE RESTAURANT,1413 UPPERLINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE UPPERLINE RESTAURANT, INC",3669103.96276,520282.739384
